latitude,longitude,classification
-1,-62.7283,Southern Hemisphere
1,105.3593,Northern Hemisphere
2,84.6019,Northern Hemisphere
2,120.624,Northern Hemisphere
-1,-55.1387,Southern Hemisphere
1,72.0814,Northern Hemisphere
-2,-123.3869,Southern Hemisphere
1,139.0586,Northern Hemisphere
-2,-82.3332,Southern Hemisphere
2,93.3191,Northern Hemisphere
2,136.7983,Northern Hemisphere
-1,-156.4176,Southern Hemisphere
1,125.685,Northern Hemisphere
-2,-66.596,Southern Hemisphere
-1,-124.065,Southern Hemisphere
-2,-163.2223,Southern Hemisphere
-2,-158.8561,Southern Hemisphere
-1,-51.0114,Southern Hemisphere
1,86.8499,Northern Hemisphere
2,99.2277,Northern Hemisphere
2,107.888,Northern Hemisphere
-1,-130.2755,Southern Hemisphere
2,141.7891,Northern Hemisphere
1,50.911,Northern Hemisphere
1,104.3862,Northern Hemisphere
2,80.3785,Northern Hemisphere
2,99.3451,Northern Hemisphere
2,57.9199,Northern Hemisphere
-1,-137.015,Southern Hemisphere
2,139.598,Northern Hemisphere
-2,-94.8643,Southern Hemisphere
2,119.464,Northern Hemisphere
-1,-173.3365,Southern Hemisphere
1,157.3543,Northern Hemisphere
2,163.8795,Northern Hemisphere
-2,-106.2038,Southern Hemisphere
-1,-39.3254,Southern Hemisphere
1,124.6868,Northern Hemisphere
-2,-26.5786,Southern Hemisphere
2,112.8239,Northern Hemisphere
2,6.4618,Northern Hemisphere
-2,-56.8081,Southern Hemisphere
1,134.4179,Northern Hemisphere
2,136.8665,Northern Hemisphere
-2,-55.0798,Southern Hemisphere
-2,-36.6942,Southern Hemisphere
1,77.5236,Northern Hemisphere
-1,-78.1329,Southern Hemisphere
-1,-165.7857,Southern Hemisphere
2,43.3494,Northern Hemisphere
-1,-65.1772,Southern Hemisphere
2,1.6915,Northern Hemisphere
2,121.97,Northern Hemisphere
-1,-9.8576,Southern Hemisphere
1,76.3756,Northern Hemisphere
1,54.3819,Northern Hemisphere
2,19.1976,Northern Hemisphere
2,103.4661,Northern Hemisphere
1,149.4068,Northern Hemisphere
2,101.8672,Northern Hemisphere
-2,-45.869,Southern Hemisphere
1,41.4213,Northern Hemisphere
1,34.2238,Northern Hemisphere
1,129.7671,Northern Hemisphere
-1,-17.3873,Southern Hemisphere
-2,-100.6518,Southern Hemisphere
1,16.224,Northern Hemisphere
1,74.7906,Northern Hemisphere
-1,-82.9066,Southern Hemisphere
1,164.4277,Northern Hemisphere
-1,-31.5558,Southern Hemisphere
2,53.1255,Northern Hemisphere
1,84.2996,Northern Hemisphere
-2,-6.03,Southern Hemisphere
2,144.8258,Northern Hemisphere
1,71.0234,Northern Hemisphere
1,81.8615,Northern Hemisphere
1,148.0351,Northern Hemisphere
1,42.0879,Northern Hemisphere
-2,-10.2296,Southern Hemisphere
1,39.8461,Northern Hemisphere
-2,-96.4318,Southern Hemisphere
1,21.0017,Northern Hemisphere
-2,-125.2144,Southern Hemisphere
2,42.264,Northern Hemisphere
-1,-113.2179,Southern Hemisphere
2,130.7878,Northern Hemisphere
2,150.0648,Northern Hemisphere
2,50.3532,Northern Hemisphere
1,80.0453,Northern Hemisphere
-1,-162.1162,Southern Hemisphere
1,176.0117,Northern Hemisphere
1,49.6587,Northern Hemisphere
-2,-31.6456,Southern Hemisphere
-2,-64.4932,Southern Hemisphere
-2,-119.9684,Southern Hemisphere
-1,-143.063,Southern Hemisphere
-1,-33.6505,Southern Hemisphere
-1,-153.4402,Southern Hemisphere
-2,-2.8749,Southern Hemisphere
-1,-36.2675,Southern Hemisphere
-2,-175.3596,Southern Hemisphere
-2,-38.0823,Southern Hemisphere
1,47.7662,Northern Hemisphere
-1,-85.3046,Southern Hemisphere
-2,-39.9569,Southern Hemisphere
-2,-140.121,Southern Hemisphere
-2,-16.4247,Southern Hemisphere
1,173.5247,Northern Hemisphere
-2,-27.4863,Southern Hemisphere
2,88.2484,Northern Hemisphere
2,14.5423,Northern Hemisphere
-1,-130.4971,Southern Hemisphere
1,107.5305,Northern Hemisphere
1,108.9768,Northern Hemisphere
-2,-159.4055,Southern Hemisphere
-1,-20.1436,Southern Hemisphere
2,81.6298,Northern Hemisphere
2,56.2587,Northern Hemisphere
1,67.3742,Northern Hemisphere
-1,-94.6318,Southern Hemisphere
-2,-163.2186,Southern Hemisphere
-2,-112.9236,Southern Hemisphere
-1,-74.4363,Southern Hemisphere
1,73.9456,Northern Hemisphere
2,129.7909,Northern Hemisphere
1,63.2963,Northern Hemisphere
-1,-93.2059,Southern Hemisphere
-2,-79.8722,Southern Hemisphere
-2,-76.662,Southern Hemisphere
2,175.4184,Northern Hemisphere
-2,-61.5904,Southern Hemisphere
1,49.1887,Northern Hemisphere
1,63.1842,Northern Hemisphere
-1,-78.0622,Southern Hemisphere
2,133.3744,Northern Hemisphere
-2,-84.5131,Southern Hemisphere
2,61.3613,Northern Hemisphere
1,58.3889,Northern Hemisphere
-2,-151.9956,Southern Hemisphere
-2,-131.0215,Southern Hemisphere
2,79.568,Northern Hemisphere
1,92.2223,Northern Hemisphere
1,50.9844,Northern Hemisphere
2,55.5155,Northern Hemisphere
-1,-72.1215,Southern Hemisphere
-2,-9.8417,Southern Hemisphere
-1,-127.8995,Southern Hemisphere
-2,-45.5375,Southern Hemisphere
-1,-84.1352,Southern Hemisphere
-1,-29.9962,Southern Hemisphere
1,155.1176,Northern Hemisphere
-2,-97.2442,Southern Hemisphere
-2,-76.3634,Southern Hemisphere
2,75.1849,Northern Hemisphere
-2,-6.0841,Southern Hemisphere
-1,-68.7375,Southern Hemisphere
1,152.0072,Northern Hemisphere
-1,-107.919,Southern Hemisphere
-2,-124.1506,Southern Hemisphere
1,140.2412,Northern Hemisphere
-2,-159.4752,Southern Hemisphere
-1,-117.1125,Southern Hemisphere
-1,-153.64,Southern Hemisphere
-1,-152.4834,Southern Hemisphere
-2,-40.8873,Southern Hemisphere
2,101.4724,Northern Hemisphere
2,158.7687,Northern Hemisphere
1,112.8991,Northern Hemisphere
-1,-95.5942,Southern Hemisphere
1,106.4556,Northern Hemisphere
1,55.8734,Northern Hemisphere
2,66.3728,Northern Hemisphere
1,155.565,Northern Hemisphere
-2,-88.7278,Southern Hemisphere
2,171.7617,Northern Hemisphere
-2,-34.2331,Southern Hemisphere
-1,-94.3868,Southern Hemisphere
-1,-98.9058,Southern Hemisphere
1,15.1792,Northern Hemisphere
-1,-52.6281,Southern Hemisphere
2,109.765,Northern Hemisphere
1,50.9208,Northern Hemisphere
2,122.2016,Northern Hemisphere
-2,-63.485,Southern Hemisphere
-2,-79.5666,Southern Hemisphere
2,130.2721,Northern Hemisphere
-1,-75.1069,Southern Hemisphere
-1,-124.1583,Southern Hemisphere
2,127.5901,Northern Hemisphere
-2,-112.1977,Southern Hemisphere
1,120.621,Northern Hemisphere
-2,-103.7869,Southern Hemisphere
1,55.5959,Northern Hemisphere
-1,-42.0919,Southern Hemisphere
-1,-155.2382,Southern Hemisphere
-2,-38.1384,Southern Hemisphere
-2,-22.2493,Southern Hemisphere
-1,-152.2345,Southern Hemisphere
-1,-41.2024,Southern Hemisphere
-1,-172.1354,Southern Hemisphere
1,42.7554,Northern Hemisphere
2,135.4304,Northern Hemisphere
2,43.0503,Northern Hemisphere
2,34.9229,Northern Hemisphere
2,50.7189,Northern Hemisphere
2,75.3589,Northern Hemisphere
-1,-35.7733,Southern Hemisphere
-1,-170.6076,Southern Hemisphere
2,99.8173,Northern Hemisphere
-2,-87.1363,Southern Hemisphere
-2,-42.639,Southern Hemisphere
1,92.4035,Northern Hemisphere
2,163.8909,Northern Hemisphere
2,167.4849,Northern Hemisphere
2,90.3613,Northern Hemisphere
-1,-165.311,Southern Hemisphere
-1,-12.4513,Southern Hemisphere
1,24.7679,Northern Hemisphere
1,85.0419,Northern Hemisphere
-1,-95.5602,Southern Hemisphere
-2,-176.5793,Southern Hemisphere
-1,-81.2152,Southern Hemisphere
2,51.8583,Northern Hemisphere
1,42.9191,Northern Hemisphere
2,150.6038,Northern Hemisphere
2,2.9584,Northern Hemisphere
-1,-127.571,Southern Hemisphere
-2,-136.6984,Southern Hemisphere
2,120.2787,Northern Hemisphere
1,94.6907,Northern Hemisphere
-2,-95.3757,Southern Hemisphere
2,45.657,Northern Hemisphere
-2,-167.8393,Southern Hemisphere
-1,-66.9137,Southern Hemisphere
1,63.4138,Northern Hemisphere
1,31.516,Northern Hemisphere
2,86.1356,Northern Hemisphere
-1,-168.6419,Southern Hemisphere
2,36.2864,Northern Hemisphere
-1,-123.1928,Southern Hemisphere
1,178.0421,Northern Hemisphere
2,135.5924,Northern Hemisphere
-1,-24.8151,Southern Hemisphere
-2,-120.2536,Southern Hemisphere
-2,-101.3488,Southern Hemisphere
2,161.0347,Northern Hemisphere
2,33.6271,Northern Hemisphere
2,143.5124,Northern Hemisphere
1,130.8746,Northern Hemisphere
-2,-0.8823,Southern Hemisphere
-1,-122.1819,Southern Hemisphere
-2,-126.7848,Southern Hemisphere
2,76.7009,Northern Hemisphere
2,7.6239,Northern Hemisphere
1,78.2893,Northern Hemisphere
-2,-65.2477,Southern Hemisphere
1,134.9816,Northern Hemisphere
-1,-154.2997,Southern Hemisphere
2,12.102,Northern Hemisphere
1,170.9041,Northern Hemisphere
-2,-57.7688,Southern Hemisphere
1,137.3552,Northern Hemisphere
-1,-108.3539,Southern Hemisphere
1,20.4208,Northern Hemisphere
-1,-110.3423,Southern Hemisphere
-2,-133.1478,Southern Hemisphere
2,110.1379,Northern Hemisphere
2,24.4311,Northern Hemisphere
-2,-18.2378,Southern Hemisphere
2,145.8924,Northern Hemisphere
1,127.7173,Northern Hemisphere
1,153.2452,Northern Hemisphere
-1,-88.424,Southern Hemisphere
-2,-37.4282,Southern Hemisphere
-1,-175.2689,Southern Hemisphere
1,176.9422,Northern Hemisphere
-1,-164.4812,Southern Hemisphere
1,129.048,Northern Hemisphere
2,138.4496,Northern Hemisphere
-2,-122.935,Southern Hemisphere
-2,-57.5804,Southern Hemisphere
1,149.2297,Northern Hemisphere
-1,-156.7741,Southern Hemisphere
-2,-86.7416,Southern Hemisphere
1,58.0789,Northern Hemisphere
-1,-10.6373,Southern Hemisphere
1,45.109,Northern Hemisphere
1,54.5084,Northern Hemisphere
-2,-149.6455,Southern Hemisphere
-1,-67.5937,Southern Hemisphere
1,101.4512,Northern Hemisphere
-2,-9.2616,Southern Hemisphere
1,138.0526,Northern Hemisphere
2,5.4515,Northern Hemisphere
1,54.3769,Northern Hemisphere
-1,-56.7016,Southern Hemisphere
1,123.9504,Northern Hemisphere
-1,-92.8348,Southern Hemisphere
-1,-154.1396,Southern Hemisphere
1,154.9399,Northern Hemisphere
2,66.6972,Northern Hemisphere
-2,-96.0349,Southern Hemisphere
1,25.358,Northern Hemisphere
-2,-110.853,Southern Hemisphere
2,155.7554,Northern Hemisphere
-1,-11.9247,Southern Hemisphere
1,28.6816,Northern Hemisphere
2,55.5373,Northern Hemisphere
-2,-109.2164,Southern Hemisphere
2,38.726,Northern Hemisphere
1,50.6441,Northern Hemisphere
2,1.4719,Northern Hemisphere
-2,-21.158,Southern Hemisphere
1,65.8687,Northern Hemisphere
2,101.127,Northern Hemisphere
1,13.2357,Northern Hemisphere
2,50.3497,Northern Hemisphere
-2,-162.5973,Southern Hemisphere
1,61.0354,Northern Hemisphere
1,35.8304,Northern Hemisphere
2,8.1546,Northern Hemisphere
-1,-35.2861,Southern Hemisphere
2,160.7637,Northern Hemisphere
-1,-69.6477,Southern Hemisphere
-1,-69.0299,Southern Hemisphere
1,91.3167,Northern Hemisphere
2,53.9623,Northern Hemisphere
-2,-58.7148,Southern Hemisphere
2,143.4159,Northern Hemisphere
-2,-132.2045,Southern Hemisphere
-1,-74.9658,Southern Hemisphere
-1,-50.1871,Southern Hemisphere
2,122.5308,Northern Hemisphere
-2,-53.9062,Southern Hemisphere
-1,-123.5354,Southern Hemisphere
-1,-143.2995,Southern Hemisphere
2,132.4507,Northern Hemisphere
-2,-86.637,Southern Hemisphere
1,86.1068,Northern Hemisphere
2,31.1728,Northern Hemisphere
1,121.6563,Northern Hemisphere
1,34.6076,Northern Hemisphere
-1,-126.2702,Southern Hemisphere
1,126.8822,Northern Hemisphere
2,62.7846,Northern Hemisphere
1,103.2258,Northern Hemisphere
2,71.0158,Northern Hemisphere
1,144.8309,Northern Hemisphere
1,171.9565,Northern Hemisphere
-2,-100.3723,Southern Hemisphere
1,38.5176,Northern Hemisphere
1,125.3108,Northern Hemisphere
-1,-46.6396,Southern Hemisphere
-1,-59.4299,Southern Hemisphere
-1,-170.5516,Southern Hemisphere
2,85.0327,Northern Hemisphere
-1,-80.9365,Southern Hemisphere
-1,-11.6942,Southern Hemisphere
2,35.9021,Northern Hemisphere
1,116.2616,Northern Hemisphere
-2,-138.2004,Southern Hemisphere
-2,-148.4883,Southern Hemisphere
-1,-173.4588,Southern Hemisphere
2,33.5361,Northern Hemisphere
1,1.6681,Northern Hemisphere
-2,-119.6924,Southern Hemisphere
2,97.7941,Northern Hemisphere
2,24.156,Northern Hemisphere
2,145.5865,Northern Hemisphere
1,82.6046,Northern Hemisphere
1,2.5352,Northern Hemisphere
1,102.2006,Northern Hemisphere
-1,-25.8936,Southern Hemisphere
2,92.7505,Northern Hemisphere
-2,-162.8307,Southern Hemisphere
-1,-11.5514,Southern Hemisphere
-2,-137.6062,Southern Hemisphere
1,54.3503,Northern Hemisphere
-2,-115.2806,Southern Hemisphere
-1,-158.7195,Southern Hemisphere
1,123.4933,Northern Hemisphere
1,114.968,Northern Hemisphere
1,39.7529,Northern Hemisphere
-1,-98.1038,Southern Hemisphere
1,98.8622,Northern Hemisphere
2,144.3591,Northern Hemisphere
-1,-57.5385,Southern Hemisphere
-2,-84.9288,Southern Hemisphere
1,101.5504,Northern Hemisphere
-2,-17.4801,Southern Hemisphere
-1,-153.0266,Southern Hemisphere
1,79.5313,Northern Hemisphere
-1,-92.011,Southern Hemisphere
2,81.6178,Northern Hemisphere
2,10.3926,Northern Hemisphere
2,55.4705,Northern Hemisphere
-2,-33.0384,Southern Hemisphere
-1,-171.8478,Southern Hemisphere
1,97.4094,Northern Hemisphere
-2,-167.5766,Southern Hemisphere
2,73.596,Northern Hemisphere
-1,-3.9,Southern Hemisphere
2,160.44,Northern Hemisphere
2,163.2181,Northern Hemisphere
2,173.546,Northern Hemisphere
-1,-117.4014,Southern Hemisphere
-1,-109.2494,Southern Hemisphere
-1,-139.9158,Southern Hemisphere
-2,-3.8717,Southern Hemisphere
2,98.0002,Northern Hemisphere
2,44.5522,Northern Hemisphere
1,33.9265,Northern Hemisphere
-2,-61.1644,Southern Hemisphere
-2,-167.8876,Southern Hemisphere
-2,-59.0357,Southern Hemisphere
-2,-172.0374,Southern Hemisphere
2,39.1085,Northern Hemisphere
-2,-1.173,Southern Hemisphere
-1,-48.3269,Southern Hemisphere
1,139.0569,Northern Hemisphere
1,157.7265,Northern Hemisphere
-1,-130.4723,Southern Hemisphere
-1,-103.1039,Southern Hemisphere
2,61.9947,Northern Hemisphere
2,57.3722,Northern Hemisphere
2,53.9799,Northern Hemisphere
-1,-94.7666,Southern Hemisphere
-1,-52.6362,Southern Hemisphere
2,101.2295,Northern Hemisphere
2,24.1367,Northern Hemisphere
-1,-120.5527,Southern Hemisphere
-2,-27.516,Southern Hemisphere
-2,-30.7069,Southern Hemisphere
-2,-58.7391,Southern Hemisphere
-2,-146.1306,Southern Hemisphere
-1,-23.4947,Southern Hemisphere
1,163.6189,Northern Hemisphere
-1,-6.826,Southern Hemisphere
-2,-44.2205,Southern Hemisphere
-1,-53.3217,Southern Hemisphere
2,99.3743,Northern Hemisphere
1,96.057,Northern Hemisphere
1,64.736,Northern Hemisphere
2,144.507,Northern Hemisphere
2,57.642,Northern Hemisphere
-1,-105.4926,Southern Hemisphere
-1,-177.0804,Southern Hemisphere
2,35.3145,Northern Hemisphere
-1,-29.9947,Southern Hemisphere
2,169.8236,Northern Hemisphere
1,147.8865,Northern Hemisphere
2,131.899,Northern Hemisphere
1,129.6564,Northern Hemisphere
2,160.0856,Northern Hemisphere
-2,-28.9677,Southern Hemisphere
-2,-59.7212,Southern Hemisphere
-2,-28.342,Southern Hemisphere
-1,-152.8147,Southern Hemisphere
-1,-112.8239,Southern Hemisphere
2,2.8317,Northern Hemisphere
2,95.2952,Northern Hemisphere
1,51.6039,Northern Hemisphere
2,163.7592,Northern Hemisphere
-2,-85.6106,Southern Hemisphere
-1,-85.2379,Southern Hemisphere
1,71.4414,Northern Hemisphere
1,82.6196,Northern Hemisphere
-1,-139.3457,Southern Hemisphere
-2,-25.5206,Southern Hemisphere
-2,-111.7325,Southern Hemisphere
2,1.701,Northern Hemisphere
-1,-27.8406,Southern Hemisphere
1,154.4329,Northern Hemisphere
-2,-14.5526,Southern Hemisphere
-1,-23.739,Southern Hemisphere
2,166.3487,Northern Hemisphere
1,101.4318,Northern Hemisphere
-2,-26.923,Southern Hemisphere
-2,-74.3335,Southern Hemisphere
2,53.8698,Northern Hemisphere
-1,-27.1004,Southern Hemisphere
1,133.1541,Northern Hemisphere
-2,-4.6218,Southern Hemisphere
-2,-138.2141,Southern Hemisphere
-2,-41.579,Southern Hemisphere
2,58.7478,Northern Hemisphere
1,81.099,Northern Hemisphere
-1,-10.5943,Southern Hemisphere
2,105.4575,Northern Hemisphere
2,111.3509,Northern Hemisphere
-1,-165.2332,Southern Hemisphere
-1,-38.8997,Southern Hemisphere
-1,-122.9979,Southern Hemisphere
-2,-10.2672,Southern Hemisphere
2,48.558,Northern Hemisphere
-1,-102.4237,Southern Hemisphere
2,16.1314,Northern Hemisphere
-2,-38.801,Southern Hemisphere
2,74.4858,Northern Hemisphere
-2,-79.2834,Southern Hemisphere
-1,-149.4751,Southern Hemisphere
2,48.4054,Northern Hemisphere
1,11.3881,Northern Hemisphere
2,53.9554,Northern Hemisphere
-2,-10.04,Southern Hemisphere
2,35.1987,Northern Hemisphere
-2,-178.7819,Southern Hemisphere
2,111.6346,Northern Hemisphere
1,77.5109,Northern Hemisphere
-1,-71.422,Southern Hemisphere
-1,-148.0253,Southern Hemisphere
2,52.4607,Northern Hemisphere
2,140.7554,Northern Hemisphere
1,146.969,Northern Hemisphere
2,167.7721,Northern Hemisphere
-1,-81.7868,Southern Hemisphere
-2,-96.908,Southern Hemisphere
-1,-127.5604,Southern Hemisphere
-2,-36.7818,Southern Hemisphere
2,25.0522,Northern Hemisphere
1,118.5593,Northern Hemisphere
2,13.3137,Northern Hemisphere
2,96.1861,Northern Hemisphere
2,142.3298,Northern Hemisphere
1,146.2135,Northern Hemisphere
-2,-135.3184,Southern Hemisphere
1,110.282,Northern Hemisphere
2,59.6874,Northern Hemisphere
2,17.7492,Northern Hemisphere
-1,-86.6164,Southern Hemisphere
-1,-109.5958,Southern Hemisphere
-1,-175.5787,Southern Hemisphere
-2,-14.3014,Southern Hemisphere
-2,-10.6783,Southern Hemisphere
-1,-118.248,Southern Hemisphere
-1,-117.3059,Southern Hemisphere
-2,-54.5826,Southern Hemisphere
1,8.0429,Northern Hemisphere
-2,-118.246,Southern Hemisphere
-2,-150.4163,Southern Hemisphere
-1,-80.6561,Southern Hemisphere
1,172.5233,Northern Hemisphere
