latitude,longitude,classification
29.0,-115.0,Southern Hemisphere
62.5,109.5,Northern Hemisphere
20.5,-109.5,Northern Hemisphere
-24.0,14.0,Southern Hemisphere
-7.0,-8.0,Southern Hemisphere
17.0,-51.0,Southern Hemisphere
49.5,-152.5,Northern Hemisphere
-73.0,153.0,Southern Hemisphere
-25.5,-76.5,Northern Hemisphere
-27.5,-114.5,Northern Hemisphere
54.0,-69.0,Southern Hemisphere
4.0,-95.0,Southern Hemisphere
-47.5,-19.5,Northern Hemisphere
-9.5,115.5,Northern Hemisphere
-40.0,-142.0,Southern Hemisphere
-11.5,171.5,Northern Hemisphere
55.5,-157.5,Northern Hemisphere
79.0,9.0,Southern Hemisphere
-1.5,-172.5,Northern Hemisphere
-63.0,41.0,Southern Hemisphere
27.0,-102.0,Southern Hemisphere
43.0,153.0,Southern Hemisphere
47.0,67.0,Southern Hemisphere
61.0,-43.0,Southern Hemisphere
-68.0,-38.0,Southern Hemisphere
28.0,111.0,Southern Hemisphere
36.0,-14.0,Southern Hemisphere
1.5,-46.5,Northern Hemisphere
62.0,179.0,Southern Hemisphere
42.0,-83.0,Southern Hemisphere
15.5,71.5,Northern Hemisphere
76.5,72.5,Northern Hemisphere
-67.0,-30.0,Southern Hemisphere
-26.5,-22.5,Northern Hemisphere
45.0,-4.0,Southern Hemisphere
50.0,-11.0,Southern Hemisphere
-21.0,-24.0,Southern Hemisphere
-41.0,-19.0,Southern Hemisphere
87.5,-84.5,Northern Hemisphere
34.5,-37.5,Northern Hemisphere
-41.0,-29.0,Southern Hemisphere
-11.5,-171.5,Northern Hemisphere
-75.5,104.5,Northern Hemisphere
-58.0,146.0,Southern Hemisphere
-87.0,113.0,Southern Hemisphere
22.0,-6.0,Southern Hemisphere
-24.5,65.5,Northern Hemisphere
13.5,72.5,Northern Hemisphere
86.5,-151.5,Northern Hemisphere
55.5,-23.5,Northern Hemisphere
-58.5,106.5,Northern Hemisphere
68.0,-65.0,Southern Hemisphere
23.0,-28.0,Southern Hemisphere
68.0,-150.0,Southern Hemisphere
-35.5,141.5,Northern Hemisphere
-68.5,-98.5,Northern Hemisphere
-69.5,-98.5,Northern Hemisphere
87.5,125.5,Northern Hemisphere
-31.0,-33.0,Southern Hemisphere
26.0,-144.0,Southern Hemisphere
71.5,122.5,Northern Hemisphere
50.5,-63.5,Northern Hemisphere
-52.5,-142.5,Northern Hemisphere
-10.5,125.5,Northern Hemisphere
29.0,172.0,Southern Hemisphere
-21.0,76.0,Southern Hemisphere
63.0,-160.0,Southern Hemisphere
64.0,-52.0,Southern Hemisphere
83.5,115.5,Northern Hemisphere
83.5,-41.5,Northern Hemisphere
-44.5,61.5,Northern Hemisphere
-44.0,119.0,Southern Hemisphere
35.0,-134.0,Southern Hemisphere
-5.0,-16.0,Southern Hemisphere
-4.5,31.5,Northern Hemisphere
12.0,101.0,Southern Hemisphere
-8.5,-49.5,Northern Hemisphere
13.0,83.0,Southern Hemisphere
49.5,57.5,Northern Hemisphere
42.0,5.0,Southern Hemisphere
-77.0,-76.0,Southern Hemisphere
-17.0,44.0,Southern Hemisphere
71.0,131.0,Southern Hemisphere
-9.5,103.5,Northern Hemisphere
-65.5,-63.5,Northern Hemisphere
-58.5,152.5,Northern Hemisphere
-14.5,81.5,Northern Hemisphere
33.0,61.0,Southern Hemisphere
-51.5,17.5,Northern Hemisphere
41.5,-109.5,Northern Hemisphere
17.5,-4.5,Northern Hemisphere
-18.0,-28.0,Southern Hemisphere
24.0,95.0,Southern Hemisphere
51.0,98.0,Southern Hemisphere
-8.0,-84.0,Southern Hemisphere
-29.5,31.5,Northern Hemisphere
32.5,16.5,Northern Hemisphere
76.0,-103.0,Southern Hemisphere
-58.0,77.0,Southern Hemisphere
22.0,-129.0,Southern Hemisphere
-54.0,29.0,Southern Hemisphere
-21.5,-5.5,Northern Hemisphere
-6.0,165.0,Southern Hemisphere
70.0,69.0,Southern Hemisphere
-28.5,144.5,Northern Hemisphere
-67.0,42.0,Southern Hemisphere
-63.5,48.5,Northern Hemisphere
-81.5,-155.5,Northern Hemisphere
-15.0,3.0,Southern Hemisphere
-28.0,91.0,Southern Hemisphere
-44.0,-93.0,Southern Hemisphere
8.5,138.5,Northern Hemisphere
60.5,-105.5,Northern Hemisphere
-23.5,56.5,Northern Hemisphere
29.0,-33.0,Southern Hemisphere
-0.5,121.5,Northern Hemisphere
18.0,173.0,Southern Hemisphere
-13.0,-79.0,Southern Hemisphere
-63.0,-59.0,Southern Hemisphere
57.0,-29.0,Southern Hemisphere
78.0,22.0,Southern Hemisphere
85.0,-155.0,Southern Hemisphere
-17.0,-63.0,Southern Hemisphere
-42.0,137.0,Southern Hemisphere
78.0,168.0,Southern Hemisphere
71.5,151.5,Northern Hemisphere
23.5,-161.5,Northern Hemisphere
-67.0,-29.0,Southern Hemisphere
-46.0,-78.0,Southern Hemisphere
4.5,92.5,Northern Hemisphere
-25.0,66.0,Southern Hemisphere
-4.0,-122.0,Southern Hemisphere
-54.0,-65.0,Southern Hemisphere
52.0,7.0,Southern Hemisphere
-85.5,-43.5,Northern Hemisphere
83.5,165.5,Northern Hemisphere
73.0,10.0,Southern Hemisphere
31.5,-166.5,Northern Hemisphere
-34.0,151.0,Southern Hemisphere
29.5,179.5,Northern Hemisphere
-61.0,-109.0,Southern Hemisphere
-11.5,73.5,Northern Hemisphere
48.5,-109.5,Northern Hemisphere
81.0,176.0,Southern Hemisphere
-51.0,32.0,Southern Hemisphere
68.5,29.5,Northern Hemisphere
4.0,-69.0,Southern Hemisphere
-30.0,5.0,Southern Hemisphere
5.5,99.5,Northern Hemisphere
-20.0,-83.0,Southern Hemisphere
27.5,-132.5,Northern Hemisphere
63.5,-168.5,Northern Hemisphere
-26.5,-114.5,Northern Hemisphere
52.5,-72.5,Northern Hemisphere
-29.5,-10.5,Northern Hemisphere
63.5,-177.5,Northern Hemisphere
-53.0,-114.0,Southern Hemisphere
-62.0,158.0,Southern Hemisphere
2.5,-57.5,Northern Hemisphere
-23.0,-154.0,Southern Hemisphere
45.5,-120.5,Northern Hemisphere
3.5,83.5,Northern Hemisphere
-32.5,135.5,Northern Hemisphere
79.5,87.5,Northern Hemisphere
-83.0,-149.0,Southern Hemisphere
19.0,171.0,Southern Hemisphere
24.5,-141.5,Northern Hemisphere
-51.5,-145.5,Northern Hemisphere
73.5,120.5,Northern Hemisphere
62.0,91.0,Southern Hemisphere
64.0,40.0,Southern Hemisphere
-59.5,156.5,Northern Hemisphere
-30.5,32.5,Northern Hemisphere
12.0,32.0,Southern Hemisphere
-8.5,161.5,Northern Hemisphere
-51.0,171.0,Southern Hemisphere
-69.0,-133.0,Southern Hemisphere
5.0,-114.0,Southern Hemisphere
54.5,108.5,Northern Hemisphere
15.0,1.0,Southern Hemisphere
-77.0,-33.0,Southern Hemisphere
57.0,79.0,Southern Hemisphere
34.5,-64.5,Northern Hemisphere
53.5,9.5,Northern Hemisphere
57.5,-63.5,Northern Hemisphere
69.0,134.0,Southern Hemisphere
79.5,176.5,Northern Hemisphere
-21.0,179.0,Southern Hemisphere
-1.0,-177.0,Southern Hemisphere
55.5,157.5,Northern Hemisphere
72.0,-165.0,Southern Hemisphere
-33.5,13.5,Northern Hemisphere
-50.0,9.0,Southern Hemisphere
55.0,125.0,Southern Hemisphere
-49.5,-98.5,Northern Hemisphere
-19.5,47.5,Northern Hemisphere
23.0,32.0,Southern Hemisphere
41.0,-122.0,Southern Hemisphere
-18.0,167.0,Southern Hemisphere
-12.0,-157.0,Southern Hemisphere
64.5,-150.5,Northern Hemisphere
-34.5,-108.5,Northern Hemisphere
-60.0,-177.0,Southern Hemisphere
-46.0,-114.0,Southern Hemisphere
-32.0,76.0,Southern Hemisphere
-80.0,43.0,Southern Hemisphere
-69.5,-18.5,Northern Hemisphere
73.0,33.0,Southern Hemisphere
-85.0,-14.0,Southern Hemisphere
69.5,56.5,Northern Hemisphere
-63.0,-56.0,Southern Hemisphere
44.0,-140.0,Southern Hemisphere
-4.0,-67.0,Southern Hemisphere
-71.0,81.0,Southern Hemisphere
-39.5,-0.5,Northern Hemisphere
75.0,-105.0,Southern Hemisphere
-23.5,-77.5,Northern Hemisphere
78.5,-140.5,Northern Hemisphere
71.5,73.5,Northern Hemisphere
58.0,49.0,Southern Hemisphere
70.0,-19.0,Southern Hemisphere
31.5,47.5,Northern Hemisphere
61.0,-152.0,Southern Hemisphere
-11.0,56.0,Southern Hemisphere
4.0,-34.0,Southern Hemisphere
-65.5,135.5,Northern Hemisphere
51.0,-159.0,Southern Hemisphere
56.0,153.0,Southern Hemisphere
32.5,77.5,Northern Hemisphere
26.5,-126.5,Northern Hemisphere
-69.0,78.0,Southern Hemisphere
23.5,45.5,Northern Hemisphere
-16.5,19.5,Northern Hemisphere
83.0,126.0,Southern Hemisphere
76.5,-7.5,Northern Hemisphere
53.5,168.5,Northern Hemisphere
78.0,128.0,Southern Hemisphere
60.5,160.5,Northern Hemisphere
-9.5,156.5,Northern Hemisphere
-69.0,-22.0,Southern Hemisphere
-6.0,-115.0,Southern Hemisphere
19.5,81.5,Northern Hemisphere
-11.0,-88.0,Southern Hemisphere
35.5,-80.5,Northern Hemisphere
-49.5,-139.5,Northern Hemisphere
-65.0,79.0,Southern Hemisphere
69.5,-111.5,Northern Hemisphere
-44.0,174.0,Southern Hemisphere
-77.5,31.5,Northern Hemisphere
-30.0,47.0,Southern Hemisphere
24.0,-61.0,Southern Hemisphere
31.5,-79.5,Northern Hemisphere
56.0,45.0,Southern Hemisphere
7.0,77.0,Southern Hemisphere
-39.0,129.0,Southern Hemisphere
-75.5,149.5,Northern Hemisphere
51.0,-128.0,Southern Hemisphere
-47.5,-39.5,Northern Hemisphere
-53.0,43.0,Southern Hemisphere
-32.5,51.5,Northern Hemisphere
16.0,-153.0,Southern Hemisphere
-30.0,17.0,Southern Hemisphere
-81.5,-15.5,Northern Hemisphere
77.5,-7.5,Northern Hemisphere
-15.5,62.5,Northern Hemisphere
31.5,50.5,Northern Hemisphere
-84.5,-47.5,Northern Hemisphere
51.5,132.5,Northern Hemisphere
-17.0,-59.0,Southern Hemisphere
-29.0,34.0,Southern Hemisphere
37.0,125.0,Southern Hemisphere
58.5,-55.5,Northern Hemisphere
-88.5,135.5,Northern Hemisphere
16.0,-85.0,Southern Hemisphere
3.5,-144.5,Northern Hemisphere
31.5,-156.5,Northern Hemisphere
-26.0,-172.0,Southern Hemisphere
-2.0,-57.0,Southern Hemisphere
-3.5,-110.5,Northern Hemisphere
-2.5,150.5,Northern Hemisphere
86.5,58.5,Northern Hemisphere
-56.0,-148.0,Southern Hemisphere
-39.0,-158.0,Southern Hemisphere
-8.5,-20.5,Northern Hemisphere
49.0,62.0,Southern Hemisphere
75.0,-83.0,Southern Hemisphere
-78.0,155.0,Southern Hemisphere
4.0,43.0,Southern Hemisphere
8.0,-7.0,Southern Hemisphere
38.5,9.5,Northern Hemisphere
18.0,-140.0,Southern Hemisphere
-44.0,99.0,Southern Hemisphere
-70.0,-13.0,Southern Hemisphere
64.0,38.0,Southern Hemisphere
0.5,49.5,Northern Hemisphere
1.5,135.5,Northern Hemisphere
-76.0,-142.0,Southern Hemisphere
83.0,-99.0,Southern Hemisphere
66.5,168.5,Northern Hemisphere
-73.0,-60.0,Southern Hemisphere
55.0,-164.0,Southern Hemisphere
5.5,11.5,Northern Hemisphere
56.0,-110.0,Southern Hemisphere
76.0,-38.0,Southern Hemisphere
-82.5,-83.5,Northern Hemisphere
53.0,-120.0,Southern Hemisphere
90.0,48.0,Southern Hemisphere
-15.5,176.5,Northern Hemisphere
-56.0,-143.0,Southern Hemisphere
23.0,-136.0,Southern Hemisphere
-74.0,101.0,Southern Hemisphere
-50.0,178.0,Southern Hemisphere
41.5,-64.5,Northern Hemisphere
-53.5,-57.5,Northern Hemisphere
51.0,113.0,Southern Hemisphere
51.0,-114.0,Southern Hemisphere
12.5,66.5,Northern Hemisphere
57.0,-143.0,Southern Hemisphere
75.5,-141.5,Northern Hemisphere
42.0,-4.0,Southern Hemisphere
52.5,148.5,Northern Hemisphere
-55.5,42.5,Northern Hemisphere
43.5,-100.5,Northern Hemisphere
-8.0,-65.0,Southern Hemisphere
42.0,-35.0,Southern Hemisphere
73.5,103.5,Northern Hemisphere
-13.0,134.0,Southern Hemisphere
-45.5,124.5,Northern Hemisphere
70.5,130.5,Northern Hemisphere
54.0,-159.0,Southern Hemisphere
75.5,116.5,Northern Hemisphere
56.0,33.0,Southern Hemisphere
71.5,100.5,Northern Hemisphere
-13.0,67.0,Southern Hemisphere
86.5,28.5,Northern Hemisphere
86.0,-150.0,Southern Hemisphere
34.5,58.5,Northern Hemisphere
-52.5,-18.5,Northern Hemisphere
-2.0,24.0,Southern Hemisphere
42.5,108.5,Northern Hemisphere
30.5,-116.5,Northern Hemisphere
-54.0,-131.0,Southern Hemisphere
9.5,136.5,Northern Hemisphere
-50.0,-13.0,Southern Hemisphere
-50.0,75.0,Southern Hemisphere
-12.0,74.0,Southern Hemisphere
11.5,79.5,Northern Hemisphere
-35.0,118.0,Southern Hemisphere
-18.0,73.0,Southern Hemisphere
-88.0,-125.0,Southern Hemisphere
-23.0,7.0,Southern Hemisphere
12.0,-154.0,Southern Hemisphere
-15.5,-141.5,Northern Hemisphere
50.0,-37.0,Southern Hemisphere
-64.5,22.5,Northern Hemisphere
-4.0,105.0,Southern Hemisphere
-40.0,128.0,Southern Hemisphere
-79.0,-161.0,Southern Hemisphere
32.5,86.5,Northern Hemisphere
41.0,-109.0,Southern Hemisphere
-9.0,-97.0,Southern Hemisphere
-14.0,123.0,Southern Hemisphere
40.0,92.0,Southern Hemisphere
-14.0,63.0,Southern Hemisphere
83.5,-122.5,Northern Hemisphere
86.0,142.0,Southern Hemisphere
-21.5,156.5,Northern Hemisphere
60.5,66.5,Northern Hemisphere
69.5,15.5,Northern Hemisphere
-26.5,-162.5,Northern Hemisphere
23.5,-18.5,Northern Hemisphere
86.0,-76.0,Southern Hemisphere
66.0,61.0,Southern Hemisphere
43.5,-72.5,Northern Hemisphere
32.0,89.0,Southern Hemisphere
-46.0,55.0,Southern Hemisphere
83.0,168.0,Southern Hemisphere
-41.0,-54.0,Southern Hemisphere
-33.0,-28.0,Southern Hemisphere
86.0,180.0,Southern Hemisphere
-1.0,106.0,Southern Hemisphere
56.0,166.0,Southern Hemisphere
11.0,-4.0,Southern Hemisphere
-15.5,-138.5,Northern Hemisphere
77.0,-49.0,Southern Hemisphere
47.0,-42.0,Southern Hemisphere
67.0,120.0,Southern Hemisphere
82.5,92.5,Northern Hemisphere
-75.5,-127.5,Northern Hemisphere
30.0,-129.0,Southern Hemisphere
51.5,-98.5,Northern Hemisphere
31.0,64.0,Southern Hemisphere
-15.5,-14.5,Northern Hemisphere
-68.0,153.0,Southern Hemisphere
-79.5,-89.5,Northern Hemisphere
-45.0,-162.0,Southern Hemisphere
-43.0,-32.0,Southern Hemisphere
56.5,129.5,Northern Hemisphere
-3.5,-33.5,Northern Hemisphere
49.0,88.0,Southern Hemisphere
-56.0,78.0,Southern Hemisphere
-62.0,-11.0,Southern Hemisphere
76.5,-47.5,Northern Hemisphere
-2.5,-27.5,Northern Hemisphere
74.5,28.5,Northern Hemisphere
-68.0,25.0,Southern Hemisphere
-53.5,65.5,Northern Hemisphere
-89.0,-47.0,Southern Hemisphere
-22.0,-12.0,Southern Hemisphere
56.0,-175.0,Southern Hemisphere
87.0,-60.0,Southern Hemisphere
30.5,-21.5,Northern Hemisphere
39.5,-19.5,Northern Hemisphere
-13.5,9.5,Northern Hemisphere
-54.5,65.5,Northern Hemisphere
66.5,12.5,Northern Hemisphere
30.0,95.0,Southern Hemisphere
85.5,126.5,Northern Hemisphere
46.5,6.5,Northern Hemisphere
-60.5,-147.5,Northern Hemisphere
-50.5,-94.5,Northern Hemisphere
23.0,-121.0,Southern Hemisphere
36.5,-132.5,Northern Hemisphere
26.0,-113.0,Southern Hemisphere
-76.0,106.0,Southern Hemisphere
-12.0,-169.0,Southern Hemisphere
-90.0,-69.0,Southern Hemisphere
-0.5,179.5,Northern Hemisphere
-73.5,-143.5,Northern Hemisphere
14.0,-88.0,Southern Hemisphere
76.5,36.5,Northern Hemisphere
7.0,49.0,Southern Hemisphere
84.0,158.0,Southern Hemisphere
0.5,-118.5,Northern Hemisphere
11.5,91.5,Northern Hemisphere
-31.5,-177.5,Northern Hemisphere
29.5,165.5,Northern Hemisphere
-32.0,-54.0,Southern Hemisphere
-20.0,-84.0,Southern Hemisphere
80.5,35.5,Northern Hemisphere
-71.5,-127.5,Northern Hemisphere
83.5,-154.5,Northern Hemisphere
13.5,45.5,Northern Hemisphere
-74.5,-107.5,Northern Hemisphere
57.0,-17.0,Southern Hemisphere
-54.0,158.0,Southern Hemisphere
-18.5,-147.5,Northern Hemisphere
20.5,105.5,Northern Hemisphere
-2.0,149.0,Southern Hemisphere
-9.0,176.0,Southern Hemisphere
-14.0,12.0,Southern Hemisphere
32.5,-55.5,Northern Hemisphere
-52.5,58.5,Northern Hemisphere
17.5,106.5,Northern Hemisphere
-23.5,-74.5,Northern Hemisphere
25.0,9.0,Southern Hemisphere
-40.5,-152.5,Northern Hemisphere
64.0,128.0,Southern Hemisphere
-40.5,121.5,Northern Hemisphere
-3.5,-23.5,Northern Hemisphere
-40.5,-118.5,Northern Hemisphere
88.0,129.0,Southern Hemisphere
-27.5,103.5,Northern Hemisphere
7.0,58.0,Southern Hemisphere
2.0,82.0,Southern Hemisphere
30.0,-17.0,Southern Hemisphere
16.5,-155.5,Northern Hemisphere
-84.5,-45.5,Northern Hemisphere
-40.0,-12.0,Southern Hemisphere
-26.5,76.5,Northern Hemisphere
35.0,148.0,Southern Hemisphere
0.0,-94.0,Southern Hemisphere
36.5,-84.5,Northern Hemisphere
-69.5,163.5,Northern Hemisphere
16.5,-108.5,Northern Hemisphere
-50.5,-174.5,Northern Hemisphere
6.5,-148.5,Northern Hemisphere
-86.0,-177.0,Southern Hemisphere
45.0,-40.0,Southern Hemisphere
88.0,165.0,Southern Hemisphere
-45.0,-126.0,Southern Hemisphere
-27.5,-80.5,Northern Hemisphere
-22.0,23.0,Southern Hemisphere
14.5,56.5,Northern Hemisphere
-31.5,-25.5,Northern Hemisphere
77.5,-162.5,Northern Hemisphere
7.5,103.5,Northern Hemisphere
-88.0,179.0,Southern Hemisphere
22.5,151.5,Northern Hemisphere
-66.0,90.0,Southern Hemisphere
88.5,111.5,Northern Hemisphere
-71.0,170.0,Southern Hemisphere
54.0,156.0,Southern Hemisphere
-8.5,-170.5,Northern Hemisphere
12.5,-139.5,Northern Hemisphere
-29.0,110.0,Southern Hemisphere
48.0,-11.0,Southern Hemisphere
-55.0,172.0,Southern Hemisphere
-0.5,-151.5,Northern Hemisphere
-69.5,-4.5,Northern Hemisphere
-7.0,-165.0,Southern Hemisphere
25.0,71.0,Southern Hemisphere
7.5,42.5,Northern Hemisphere
80.5,15.5,Northern Hemisphere
-13.5,-52.5,Northern Hemisphere
-49.5,15.5,Northern Hemisphere
-7.5,5.5,Northern Hemisphere
-10.5,48.5,Northern Hemisphere
-64.0,-113.0,Southern Hemisphere
25.5,106.5,Northern Hemisphere
-68.0,1.0,Southern Hemisphere
-5.5,18.5,Northern Hemisphere
10.5,-135.5,Northern Hemisphere
-45.5,171.5,Northern Hemisphere
-22.0,-26.0,Southern Hemisphere
-74.0,-95.0,Southern Hemisphere
-14.0,67.0,Southern Hemisphere
-25.5,141.5,Northern Hemisphere
-40.0,54.0,Southern Hemisphere
-87.5,23.5,Northern Hemisphere
7.0,-12.0,Southern Hemisphere
76.0,124.0,Southern Hemisphere
65.5,176.5,Northern Hemisphere
-43.5,24.5,Northern Hemisphere
87.0,144.0,Southern Hemisphere
-28.0,-14.0,Southern Hemisphere
10.0,6.0,Southern Hemisphere
-37.5,124.5,Northern Hemisphere
51.5,-165.5,Northern Hemisphere
-37.0,44.0,Southern Hemisphere
-73.0,29.0,Southern Hemisphere
-13.0,-57.0,Southern Hemisphere
18.0,13.0,Southern Hemisphere
64.5,66.5,Northern Hemisphere
87.0,34.0,Southern Hemisphere
3.5,95.5,Northern Hemisphere
-25.5,157.5,Northern Hemisphere
66.0,-158.0,Southern Hemisphere
-6.0,40.0,Southern Hemisphere
-22.5,-65.5,Northern Hemisphere
11.5,58.5,Northern Hemisphere
-82.5,68.5,Northern Hemisphere
-67.5,-119.5,Northern Hemisphere
-1.5,54.5,Northern Hemisphere
0.5,64.5,Northern Hemisphere
89.5,52.5,Northern Hemisphere
-79.0,-122.0,Southern Hemisphere
76.5,-123.5,Northern Hemisphere
-26.5,85.5,Northern Hemisphere
-4.5,107.5,Northern Hemisphere
-31.0,27.0,Southern Hemisphere
79.5,42.5,Northern Hemisphere
67.0,-79.0,Southern Hemisphere
9.0,-178.0,Southern Hemisphere
-72.5,116.5,Northern Hemisphere
48.5,-83.5,Northern Hemisphere
27.0,-122.0,Southern Hemisphere
35.0,90.0,Southern Hemisphere
66.0,20.0,Southern Hemisphere
28.5,137.5,Northern Hemisphere
-12.5,135.5,Northern Hemisphere
-8.5,-118.5,Northern Hemisphere
-42.5,12.5,Northern Hemisphere
18.5,126.5,Northern Hemisphere
19.5,-83.5,Northern Hemisphere
87.0,150.0,Southern Hemisphere
36.5,-31.5,Northern Hemisphere
26.5,138.5,Northern Hemisphere
-86.5,69.5,Northern Hemisphere
9.5,108.5,Northern Hemisphere
35.0,32.0,Southern Hemisphere
-69.0,109.0,Southern Hemisphere
-32.5,-29.5,Northern Hemisphere
48.5,-31.5,Northern Hemisphere
55.5,74.5,Northern Hemisphere
-20.5,99.5,Northern Hemisphere
-80.0,45.0,Southern Hemisphere
-62.5,155.5,Northern Hemisphere
-80.5,51.5,Northern Hemisphere
-68.0,44.0,Southern Hemisphere
-28.5,-71.5,Northern Hemisphere
66.0,143.0,Southern Hemisphere
-55.0,-75.0,Southern Hemisphere
56.5,0.5,Northern Hemisphere
-47.0,-15.0,Southern Hemisphere
-22.0,83.0,Southern Hemisphere
16.5,-148.5,Northern Hemisphere
-58.0,179.0,Southern Hemisphere
-6.5,-52.5,Northern Hemisphere
57.0,143.0,Southern Hemisphere
6.0,51.0,Southern Hemisphere
-65.5,27.5,Northern Hemisphere
4.0,52.0,Southern Hemisphere
